jezm 江泽民
fsjs 俯拾皆是
gclh 干柴烈火
gjtv 光秃
jlso 假手
jqjy 歼击
jjhk 军火库
ktsc 瞌睡虫
lcsx 冷霜
lesm 滤色
pgxm 颇显
qnmd 去你妈的
svmd 社民党
suwg 收网
sakf 疏狂
tojr 探监
tflx 条分缕析
tena 潼南
tgbo 团拜
wbwb 帷幄
xecw 洗肠
xkcx 羞耻心
xvki 秀逸
kbcl 哑巴吃黄连
kiml 一米六
kgdh 印度河
vklf 战狼
vvdx 种东西
lisd 连输
tkdc 田野调查
btsj 变声
bxyn 不幸遇难
cojw 插脚
datw 蹬腿
djks 垛口
fjbk 风标
giyx 甘雨
gvyv 公诸于众
gddv 够得着
ggkv 国有制
jvme 积满
jill 迦楼罗
jtjh 交际花
jdww 句尾
ljnw 老奴
nwhd 嫩红
qgly 囚笼
rpgj 容光
sxlx 三下两下
shzv 上合组织
suto 收摊
syrl 死于安乐
tplr 徒留
wpqq 微翘
wwlw 物我两忘
xcnf 西南风
xhgj 新官
xrks 学而优则仕
knsr 幽思
vodx 抓典型
coxv 慈禧
qosb 拳师
bwjw 背肌
bigj 逼宫
fxks 风行一时
fuhc 复合词
godo 搞掉
gsxr 拱手相让
ggxv 闺秀
hpcc 黄灿灿
hehs 活火山
ljdj 老豆
nhvj 难者
plrm 偏暗
pcye 票源
qehi 清还
slja 舍己
suvm 数制
xhgf 新高峰
xukk 熊样
kidv 一点钟
kirl 苡仁
kgvo 阴招
vagn 真乖
vuhz 致贺
bsxt 比萨斜塔
dhlz 断粮
ffck 访查
hwgn 好乖
hxrk 鸿星尔克
hdvj 红装
hkkk 花样游泳
jbrf 健步如飞
jipq 节拍器
jddf 句读
krkz 柯尔克孜
liky 连阴雨
lmgd 量纲
lxjc 零基础
ngbj 内宾
nizh 逆子
qlqe 全勤
qdgx 裙带关系
sqrk 身轻如燕
segd 水果店
twmw 胎膜
tntz 太贪
tsgs 同生共死
kbnj 一把年纪
klmg 倚门
yidi 运道
zsgz 早生贵子
vusf 照说
vohr 指画
vnmr 之面
zxsl 自寻死路
rgxs 爱管闲事
rmbj 暗堡
bmho 别慌
brxx 不爱学习
bfbc 不分彼此
deld 动轮
dsbj 躲闪不及
gdng 共渡难关
gjtq 狗急跳墙
hrwd 虎纹
jfsf 记诵
jvkz 今朝有酒今朝醉
jdcd 纠察队
kkxx 可靠消息
kbzk 口不择言
ldsa 缆索
lowp 恋物癖
lrlv 两利
ldqz 留得青山在
ltdk 露天电影
mflr 马累
nhks 那还用说
ndnd 男的女的
nojj 捻军
pata 跑跳
qopa 抢跑
qcrc 倾巢而出
rrbb 任人摆布
snmm 释明
shdj 顺当
solu 撕烂
svbh 四肢百骸
towp 探微
tgnf 屠格涅夫
wipc 玩票
wwxv 妄想症
xnxf 仙女下凡
zdph 载频
vfmv 猪毛
bghl 闭会
sejk 沙金
rlkd 暗流涌动
bopf 摆谱
bjjp 补给品
bnvy 不置
ckmm 长夜漫漫
cddz 承贷
cvzg 从中作梗
dlpj 代培
dxrs 胆小如鼠
dgjp 陡峻
fhwr 防患未然
fpla 封路
gofl 攻伐
gnxp 躬行
hmbx 旱冰鞋
hwlr 胡虏
hehj 活化剂
jimg 蓟门
jalw 践履
jylk 金玉良言
kabh 跬步
lkdd 林荫大道
lsje 另见
lgyg 囹圄
mqlr 弥留
mcgs 莫测高深
nbcs 拿不出手
nfnj 难分难解
poqi 拍球
qits 气头上
sdki 输氧
suvd 数轴
sodo 撕打
syrn 算入
whms 蛙鸣
wtdd 文斗
xjck 小差
ksjm 哑剧
kexv 油香
zkss 杂食
zhbg 最好不过
bogj 报官
csws 此时无声胜有声
doyx 挡雨
dlbi 倒逼
rgjj 耳尖
rssx 二十四孝
hecs 海床
hkrl 核仁
hvsl 和事佬
hddr 横刀夺爱
jjma 寄卖
jesv 加税
jfyy 驾云
jcyg 酱园
libl 勒布朗
lxbj 离乡背井
pobk 捧杯
pdjf 片警
qhbv 千回百转
qqlk 强梁
qexj 清馨
sjbb 身价百倍
sltw 伸腿
wysy 无损于
xpqh 行期
xkvc 学有专长
kdrg 一带而过
vjsl 长见识了
zgri 阻遏
jnvd 九转
swse 胜势
btli 变蓝
cdjd 缠结
cyjn 重九
djjw 垫脚
dzxl 赌侠
fklw 方脸
hkvk 核战
hkbg 横匾
jysd 井绳
jkhp 橘黄
jsld 聚少离多
kymc 开幕词
lnst 临睡
ngql 内倾
pkww 棚屋
qvsh 气壮山河
qxjg 曲线救国
rdqz 绕圈子
rhmm 人海茫茫
rjjx 日久见人心
sdzk 师道尊严
spxo 首项
wkkb 威压
xckh 西洋画
xlkx 想了又想
xsnk 信守诺言
xpll 行令
xdkm 旬刊
kbfw 压服
xtdp 玄德
qgsl 却使
lgvl 联众
bpkh 八音盒
bimv 鼻毛
bsbz 比上不足
ciss 茶食
ccbw 重重包围
djkd 大局已定
hdcg 红筹股
jwvv 见微知著
juyc 煎鱼
jlfr 今番
jmsf 旧识
lgyi 阆苑
lvyi 良玉
lice 落潮
mfzj 马鬃
mfxc 猛醒
nrkj 男客
nkxk 宁可信其有
nwys 宁为玉碎
ppxk 批判现实主义
qplg 穹隆
rgkv 人各有志
szkc 赛况
snwg 孰能无过
spmm 岁暮
susx 燧石
tskd 泰山压顶
tjhs 褪黑素
xvlk 秀林
yldi 余党
ycxw 鱼腥
bkqk 板桥
bkml 柏油马路
bdje 包浆
bcgz 冰糕
cigd 菜瓜
ckgp 查岗
dnzy 大杂院
dlpc 倒票
djtz 登徒子
fgwt 法国梧桐
fhtw 反贪污
gkld 钢缆
gglq 隔离墙
jekh 酒友
jzcf 句子成分
kykc 开夜车
kvjs 科技史
ksts 喟叹
lrfu 来复
lhwg 联合王国
llks 寥寥可数
lsrs 料事如神
lxll 留下来了
mksd 没意识到
nivg 孽障
qoyr 恰与
svpw 神婆
sicl 世仇
slte 舒泰
srlv 爽利
stbx 睡不醒
sqjh 死鸡
syrs 岁月如梭
tqvj 弹指间
toss 挑唆
tntv 头秃
vsgr 赵氏孤儿
nebd 泥巴
bhcs 白盒测试
bhkr 背后有人
cdwl 此地无银三百两
clqk 从权
dolw 打脸
djge 定规
fpjq 封疆
gxgv 改弦更张
gfhk 高峰会议
gxws 攻心为上
gpkf 公议
helg 汉隶
jmtp 记名投票
jesj 渐少
jqqj 截去
kkbk 开口闭口
kckk 口出狂言
krrj 狂人日记
lrlw 两肋
lnce 临池
lygk 罗锅
nadd 南斗
rdmv 软毛
stdq 省点钱
swvs 士为知己者死
ssyt 饲育
tacp 痛彻
wgst 卫生厅
xvkg 心中有鬼
xgbh 性格不合
kkki 银英
kemf 幼猫
kybd 犹豫不定
yyso 云手
vodu 掌灯
vorm 指日
bhsk 百花盛开
bmfr 编码方案
byxd 表兄弟
bjqx 不计前嫌
coxd 插线
cmqv 刺秦
codo 撺掇
cobw 搓背
dokj 搭客
dmyc 刀鱼
dpbx 德彪西
rmdx 鹅毛大雪
rryi 噩运
fahf 疯话
gxsj 共襄盛举
hhqq 和和气气
hrhf 黑话
hkje 横加
hvwk 秽物
jicj 近场
jqjh 近亲结婚
jssu 君上
ksds 可的松
kgrb 困厄
merx 没人性
mkmv 棉毛
nmpw 暖瓶
nwbd 女版
puvk 炮战
qosk 情杀
qlkr 全音
ruhh 热烘烘
srch 丝虫
tcvk 台柱
tonc 挺能
tckm 同床异梦
wrng 外柔内刚
xmtt 相貌堂堂
xohe 悬河
zskl 再三考虑
vodh 撞断
bycr 簿册
ccrw 除此而外
dusu 点收
dcbu 凋敝
frvw 防人之心不可无
hexi 活现
jgsc 几个时辰
jgqt 聚齐
ktdl 看低
nilk 逆旅
qezd 浅紫
sulw 上脸
svsr 视事
svrs 逝者如斯
sugg 数国
secj 水城
sxvj 瞬息之间
tnds 头戴式
wixo 玩心
wwww 屋瓦
xxhg 雪花膏
xdrm 旬日
ktbw 摇头摆尾
yejr 渔家傲
yvqx 圆锥曲线
vkbg 战败国
vvbs 照章办事
vcbl 准保
kryk 意欲
rmld 暗绿
bqgk 毕其功于一役
bmlf 别论
csbi 吹遍
dgkp 陡崖
rokn 恩义
fvgj 法制国家
fkkz 方块字
gtll 高利率
hyvk 耗着
hpcj 黄尘
jrlw 节日礼物
loyc 捞鱼
mmtn 冒头
mjjk 美酒佳肴
mohd 描红
mdcc 民船
mwwk 名物
rksn 欧氏
sxvz 砂质
sqtv 身强体壮
tglj 谈古论今
tjbf 土办法
yjlv 冤家路窄
vlqx 竹林七贤
vijd 追缉
zmcc 最次
jklj 极乐
bbds 巴巴多斯
bxlk 巴西利亚
bdva 绷直
cbvd 厕纸
dfjc 大放厥词
rjlr 尔来
fzdj 粪堆
frgk 凤歌
fhda 孵蛋
gbqk 个别情况
gxll 光鲜亮丽
gmbv 龟背竹
hksw 横尸
hpvv 黄种
hgmt 回目
jlvj 假正经
jgzk 间杂
jnmj 锦囊妙计
jmcg 旧臣
josm 惧色
lqsj 离群索居
msmj 毛手毛脚
nwkv 脑科
qdjz 轻贱
rbfw 人不犯我
thsb 谈虎色变
wwch 外存
xpkk 行楷
kdsr 诱敌深入
vkyy 战云
vjbb 正经八百
vnly 竹篱
llsk 朗朗上口
hulu 火炉
rjdi 安迪
bogj 拔光
cmfw 聪明反被聪明误
dflc 独轮车
ggzj 隔在
hycb 毁誉参半
jebb 激辩
jddl 见得多了
jkzp 橘子皮
kjcm 宽畅
lwbp 腊八
mfdv 码分多址
mydc 命运多舛
ngdh 那顿
ngvj 内宅
pmsq 劈死
plvh 偏正
qrda 求导
rkgj 染缸
sadw 丧胆
slti 伤透
sdlt 死到临头
simr 苏美尔
sdjw 绥靖
twfh 贪污腐化
wgbu 问卜
wgdh 问得好
wrws 五位数
xgxk 凶相
kzfx 一醉方休
yykp 云崖
vsjj 终身监禁
bkjk 必有近忧
bysw 表嫂
cdjk 赤道几内亚
ffsr 犯事
gmdz 关门弟子
gjky 光艳
hcgf 皇贵妃
hrgt 豁然贯通
jlxx 假消息
jlyu 僭越
jqgy 究其根源
lbmm 厉兵秣马
msjh 没事就好
mmwk 默默无言
qjkh 缺页
rlvh 人老珠黄
shbc 丝毫不差
texr 淌血
tild 透了
tllf 偷猎
wpgo 微感
wole 握力
xhvj 戏装
xkci 校草
xrdv 小人得志
kwrg 腌肉
kvkx 亦正亦邪
kttj 迎头痛击
yyke 云涌
yvxw 云蒸霞蔚
vurk 桌案
rsrj 碍手碍脚
blxi 便鞋
bpdi 并蒂
bpye 兵源
cohv 惨祸
chcl 此仇
czlj 粗劣
dstk 吊桶
djje 定见
dids 兜底
fykc 风韵犹存
gvrk 甘之如饴
gksk 格杀
ggjx 国境线
hlld 合练
hqzh 黄雀在后
jesz 加赛
jxtx 缴械投降
jdnl 紧那罗
kjdd 宽甸
ljfl 老骥伏枥
lrwf 乐而忘返
lkpt 李鹏
lkbi 林边
lxxw 露胸
mzkv 贸易战
mbsh 梦笔生花
mwme 名满
netj 泥塘
nvpd 年终盘点
nmcm 暖春
qzmh 起早摸黑
sddr 山顶洞人
sppu 山炮
sqnq 盛情难却
skzv 书刊杂志
tasq 踢死
tgdf 同调
tngo 头功
whzs 歪嘴
wrjk 万机
whjx 王侯将相
xese 洗涮
kibk 一比一
krlv 意料中
keza 游踪
zezh 凿子
vtfs 斋饭
dmwl 电位
bvzv 报章杂志
bamf 病猫
bsfj 不升反降
bnst 不衰
cxwz 畅行无阻
gmcg 割除
goxl 惯性力
hhmm 和和美美
hdxh 黑灯瞎火
hbtj 话不投机
jogj 挤公交
jwfy 脚夫
jdrg 绞肉
jsct 聚沙成塔
kodb 抗毒
kkvk 靠枕
ltjc 立体交叉
lsjm 孪生姐妹
mkzk 买一赠一
mrkb 每日邮报
mgvs 门诊室
mdbt 绵白糖
pcda 盘跌
rhxn 乳臭
sksk 生杀
soqo 手巧
svxj 私学
sjml 宿命论
ttzx 滔天罪行
tsjs 啼叫
wwkt 五位一体
xohf 心狠
xhbg 心怀不轨
xyqc 羞于启齿
vadi 真逗
vacg 直闯
vgvo 职掌
bzbu 彪炳
bkgb 不可改变
bsjl 不胜酒力
fhxi 发薪
fsgk 饭锅
feqc 泛青
fcwt 覆亡
hhbr 惶惶不安
jhdw 基多
jobt 惊变
kkmg 靠门
kixk 苦相
limg 蓝玫瑰
lrdq 两弹
lkzw 聊以自慰
mmss 冒冒失失
mdhh 磨刀霍霍
nobc 念白
pmjh 平面几何
qrks 气若游丝
qexl 潜修
rdyw 绕月
stxx 上吐下泻
sxjx 石矶
tlbn 倘不
tgqs 天高气爽
tfho 调护
timj 透明胶
tlsb 偷师
wgds 卫道士
wkdk 微言大义
wnqc 乌青
xxxt 息息相通
xdgk 虚度光阴
kjss 一介书生
ygvs 院中
hgcs 回归测试
bcyc 鳊鱼
btzq 变阻器
copx 撑破
cmta 创痛
dslo 呆愣
gykt 干眼
hwgg 好哥哥
hklo 划拉
jfgj 谏官
jwnl 奸佞
jmsq 旧石器
ljsx 老寿星
ljnr 裸男
qicp 气窗
qntf 奇谈
szgj 赏光
shgw 圣姑
sfhs 狮吼
sjvd 世界之大
ssrc 事实如此
shjx 双解
skxk 锁相
tfhi 讨还
tedr 添丁
xkxj 歇歇脚
xssw 兄嫂
khsj 野火烧不尽
kgtc 印台
kjck 鹰击长空
yksr 语音输入
ymhd 晕红
zzdw 贼胆
lyst 罗宋汤
lidr 辽东
kibd 一版
bwcw 背朝
citn 草头
cmkg 从没有过
dlck 倒错
dlkl 倒爷
dhky 顶开
dhxe 顿消
fhyw 反越位
gmmv 刚毛
hecs 混吃
jrqm 举案齐眉
knkn 夸夸
lizi 连遭
lghk 陆海空
mfsz 谋杀罪
qkps 枪炮声
sily 速录员
tfxl 调休
tgld 图兰朵
xdgp 乡关
kgss 艳光四射
kvkw 一砖一瓦
yodo 怨怼
ybmk 原棉
zmlq 暂列
vpzy 知罪
dsqe 底漆
bowj 拜物教
bljm 保留节目
bbxr 卑鄙小人
bnxe 奔泻
bigk 鼻根
cebx 澄碧
dohh 打哈哈
dojr 搭界
dipr 荡平
gmnw 概莫能外
hshs 哼哈
jwsj 脊神经
jemz 江米
kxmk 矿棉
lrdl 累倒
ldkq 立等可取
lfsv 轮番上阵
mrmx 盲人摸象
pjfw 袍服
qqco 强拆
rpcx 容错性
sajl 丧假
sksx 杀伤性
sfbx 诗碑
sjvg 实职
sizk 世族
tnvk 太重要
tsms 啼鸣
tlby 停笔
vzql 志在千里
zjmb 字母表
bisu 逼数
srcd 丝绸
bjvm 不解之谜
cosu 抄收
cosd 抄书
cdrp 车容
cshk 吃回扣
cybd 重编
dezs 动嘴
rgbf 耳边风
rgfa 耳房
fecv 泛称
femw 浮名
gjdb 勾肩搭背
gfpg 狗皮
hpmw 很妙
jhvw 鸡胗
jicw 进尺
jdca 紧蹙
lzrn 烂醉如泥
mecd 满车
mtxd 满天星斗
mxkg 铭心刻骨
nnxk 年销
pkls 铺路石
sjty 三级跳远
snrr 十年如一日
sddj 书堆
sdkg 输油管
sgtc 四台
sjlv 塑料纸
tsjq 投鼠忌器
wgdj 网袋
xmkj 显耀
xamg 巷陌
xdtn 斜躺
kjsh 堰塞湖
kpxr 养血
khsl 又使
vugk 炸锅
vigk 主格
vfss 猪食
znxh 自叙
zjvd 字纸
jvbo 即把
styf 商誉
comr 扯面
bcqg 白区
bzvg 败阵
ceve 沉渣
dcft 大出风头
dwsm 胆色
dikg 党魁
dmko 电抗
rgmk 恶贯满盈
fhqw 发妻
fqrn 翻入
ffbz 诽谤罪
fesh 浮世绘
grnl 个人努力
gtrh 共同爱好
hmtn 昏头
jgfv 降福
jerk 劫案
lzkx 狼子野心
lepo 力拼
lgsy 联署
lxhs 零号
ljtn 乱套
mqld 蒙了
mcqs 名垂青史
mfru 蓦然
nghr 那话儿
nvhj 女中豪杰
sbgs 少不更事
sxkl 升学压力
scgj 双重国籍
shsj 双声
tnks 太阳时
tqhc 弹簧秤
xjhy 小黄鱼
xcqf 心潮起伏
xizj 选字
kekf 演绎法
kljj 因陋就简
ksjj 应举
kndj 永动机
vhxs 朝花夕拾
vhxf 整训
zuxz 走形
hsst 呼市
fdcd 飞车党
fwnj 腓尼基
fuxv 复写纸
gedj 滚地
ggmj 国民军
hkjk 何以解忧
jjvk 激进主义
jrkt 几夜
llxx 零零星星
mwmg 脉门
mfrl 猛人
mwjj 妙境
qhvl 劝住
tskj 涛声依旧
wnwn 乌丸
kdbs 言多必失
kikb 英译本
kxrf 忧心如焚
zirh 造爱
zeky 凿开
vspo 只排
dygg 等国
rgvx 爱国之心
bdsg 包身工
bxzj 雹灾
bkrr 不堪入耳
ccxx 冲霄
cjjg 初阶
dohl 搭伙
gdpk 够朋友
gsme 广漠
ggvc 归舟
hbrc 何必如此
hbhx 厚黑学
hsjk 喉镜
jfvu 讲桌
jila 近路
jxbl 居心不良
mdyi 民运
qkkt 钱眼
qfcf 驱驰
rkkk 荣枯
sgrx 深感荣幸
sjcv 实践出真知
soxt 手写体
sehd 水红
shbj 丝毫不减
sccn 酸臭
tpsu 炭烧
wjnc 问君能有几多愁
xhwg 欣闻
kesd 淫书
kibc 莹白
yclt 鱼雷艇
hqxl 韩信
rgji 凹进
bdgy 包管
bphj 崩坏
bjly 补篮
crmg 才貌
cdbh 承包户
dxwx 大象无形
dnkm 大姨妈
dlsh 代数和
dlfk 倒放
rltk 厄立特里亚
fpld 分离度
gfgj 狗官
gjjw 寡居
hjwr 后继无人
hqgj 弧光
jwlg 脊梁骨
jfqo 讲情
jfsn 骄奢
ksvf 叩诊
kiqr 苦求
lyxy 临渊羡鱼
lrdw 略多
mmwn 曼舞
micw 茅草屋
ntzs 鸟嘴
pfwt 骈文
qihh 气哼哼
qpri 前儿
qqgq 强弓
rdcs 软床
suds 上刀山
shwy 生活委员
sdhd 纾缓
tlfd 停飞
xfjo 献技
xtsh 相谈甚欢
kwkw 以物易物
khkv 又红又专
zije 遭劫
vlkt 值夜
vslg 中立国
vicf 主词
rodp 惹得
xqfh 雄蜂
lcxh 凉虾
baka 病疫
bfkq 驳壳枪
bklq 柏林墙
bndf 不得法
bjkq 不久以前
ckpa 成癖
chlq 春寒料峭
chqy 春花秋月
czfd 粗纺
ckzk 错杂
dotf 掉头发
dwkr 多音
gkhe 根河
hsdo 喊打
jrbi 几班
jwbd 胶版
kfsa 哭丧
kgks 阔叶树
ldtt 龙抬头
mhcm 孟春
pttn 盼头
pvlv 氆氇
qqld 强龙
qcxu 泉下
sksg 萨克斯管
sbsm 失败是成功之母
scvh 事成之后
syjk 蜀锦
tkbj 退一步讲
xfgk 献歌
xojk 性饥渴
xzmz 须弥座
kfck 验钞
ktcd 夜车
krvx 一人之下
kskn 益寿延年
krrp 音容
kntd 有难同当
vdci 斟茶
vysm 重色
vbxp 壮行
rkxs 人烟稀少
jeqc 江青
byst 罢市
bxcv 磅秤
bwyi 背运
btbx 奔腾不息
bnbk 比比看
bsqx 冰释前嫌
cisf 草上飞
cjfw 宠妃
ccfz 船费
csrl 从善如流
fukr 复音
gxzi 硅藻
hwdo 好懂
hqxs 何其相似
hinw 花娘
hlxz 化形
kyxd 开线
kfte 狂涛
lkkq 另有隐情
mjgn 埋骨
mtdo 盲打
mvza 毛躁
ngnv 男耕女织
nwrg 嫩肉
nygx 年逾古稀
qumk 起锚
qmlw 群魔乱舞
rlhj 人寰
rmth 人面桃花
skrz 杀人罪
shdl 圣代
soxe 授勋
seww 水汪汪
syss 算啥
wrsq 万死
wpwt 窝窝头
wcvt 无耻之徒
xbly 希伯来语
xkrl 杏仁露
xrpw 虚胖
ktlm 一团乱麻
vkby 着笔
tlso 体式
jdfl 给付
bshs 白山黑水
bdfd 绑缚
clbt 此路不通
dsdg 第三帝国
dykf 第一方
fdbx 奋斗不息
fvcn 风烛残年
hsnw 后娘
jkck 金创药
kobm 抗暴
pgtk 皮条客
qnwx 千难万险
qkdy 羌笛
tnxk 头先
wonj 忘年交
wybu 未卜
xdrk 纤柔
xgbi 寻遍
kwdm 有点忙
yvcw 渔舟唱晚
zzja 糟践
zmrx 怎么忍心
votq 指弹
vngj 州官
soxl 授信
huci 烩菜
ljgk 老歌
srwg 丝网
xjmx 小码
bbjj 白白净净
bvqh 百转千回
bovo 扳指
buxu 备下
bmbc 闭门不出
crlr 才略
chgj 蟾宫
dxtd 地下铁道
dmrq 电热器
dbcy 断壁残垣
geru 滚热
hbdc 何必当初
hlqd 何其多
jsrh 江山如画
jwtc 救亡图存
kubs 烤饼
lomx 拉磨
llqk 令旗
mqro 蒙恩
mixv 迷香
mvvt 民主政体
nagg 南郭
qhvd 期终
sryh 杀人越货
stsk 市树
swvl 失物招领
tncs 太吵
tfqk 谈钱
wgvu 围桌
xikt 现眼
kqyo 引援
yrbs 遇人不淑
yvmb 雨中漫步
zksf 杂诗
volk 折柳
vibk 珍本
vnlc 州里
xpsd 行书
bbkq 不必客气
cohr 擦黑
czru 粲然
ccxf 参详
clbg 从不敢
cxsy 从心所欲
cptn 寸头
hrtt 黑瞳
jrcp 几曾
jkdv 金大中
lccl 里侧
lvjx 礼节性
lhxx 螺旋线
mmvk 靡靡之音
mmkx 面貌一新
mpbj 谋篇布局
nmgg 暖阁
qidc 气垫船
spzv 上皮组织
slki 伤药
xdlz 细粮
kirs 药饵
kwvc 意外之财
ktxz 樱桃小嘴
ksxc 右舷
kovd 悠着点
yihe 远海
bzbp 败兵
bqkg 不求有功
cjcg 宠臣
cdcl 匆促
dnkf 大言
dgbg 队部
fhhf 反话
fmsx 副首相
grtj 肱二头肌
gwfy 姑夫
hwss 婚史
huqg 火圈
jbql 记不起来
jull 教令
jvvs 尽忠职守
mbhp 帽徽
msvk 媒妁之言
mhlg 孟良崮
pvbc 皮之不存
pjbk 贫贱不能移
qvsj 祈使句
qphl 嵌合
rodv 忍得住
suse 散水
shdd 山河大地
smdk 善莫大焉
tnhe 套汇
ttdm 条条大路通罗马
twlj 脱粒机
wgzh 网子
wkyl 为有源头活水来
xdjw 乡居
xmtq 星条旗
kxth 硬通货
zkps 杂品
voso 扎手
vuci 煮菜
voha 抓痕
vdqm 转晴
twgs 她告诉
zvti 祖逖
bhrl 百害而无一利
boho 抱憾
bolk 报栏
byjr 拨云见日
cptj 寸土
dnrf 大润发
debj 动宾
dsnh 多少年后
rgkh 耳孔
feso 法式
flbj 佛宝
gtwu 高卧
gdmi 瓜苗
hrsa 黑瘦
hpxj 很先进
hody 恒等
hhds 活活打死
lsbk 喇叭裤
ljlg 乐陵
lcss 凉飕飕
pkrv 皮开肉绽
qjsp 去岁
svhd 稍缓
skzi 生造
srbt 思变
tmrw 头面人物
ticw 退朝
wymu 未灭
wztd 无罪推定
xrvl 仙人指路
xktf 相谈
xsxj 向学
xkkv 相移
xmmm 晓明
xobt 擤鼻涕
khkh 一环扣一环
kfhv 议会制
kirp 遗容
kxgo 硬功
kbhl 有百害而无一利
ylni 余孽
vxxs 震响
vgrb 治国安邦
zgro 阻扰
bnsi 不世
crvm 成人之美
csws 出师未捷身先死
fewk 法物
gtzy 高奏
gggu 国故
gjxw 国家兴亡
hgjj 阖家
hrst 画商
huru 焕然
jlgl 叽里咕噜
jsyd 加速运动
jxdc 角斗场
kpks 空口
khkt 孔眼
mzgj 米缸
mpsl 密使
mqty 弥天
mkxi 木鞋
nghj 年过花甲
pysp 篇首
sajj 丧家
sfrl 骚人
sxjh 上下结合
sxtx 上下同心
sixk 世相
svwt 实质问题
tbkk 铁板一块
tkck 铜锤
trjw 退而结网
wymh 未名湖
wulg 卧龙岗
xwmm 希望渺茫
xexe 汹汹
kjbh 意见不合
yikj 远客
viwi 珍玩
bokg 摆阔
bfkr 龅牙
bkbt 闭口不谈
bzbg 不醉不归
dnbh 大白话
djhk 地核
duvq 敌占区
dhcv 对称轴
gfzw 高分子化合物
glzb 官僚资本
ghvh 观止
hvkh 话中有话
jfbq 计步器
jele 激浪
jpkc 窘况
kbsk 看不上眼
mycs 满园春色
mnnd 明年年底
nwle 女流
qnxd 牵系
qpbo 峭拔
qgmw 轻歌曼舞
qfxg 请降
rmmm 日冕
sese 潲水
skwk 生物课
tqbo 弹拨
toru 恬然
tlbo 停摆
tgmj 图们江
tgmr 凸面
tjkk 土样
wlvk 未来主义
wcqk 无出其右
kkhl 依样画葫芦
yqyl 于情于理
zzyf 赞语
zdbr 躁动不安
zkkb 左拥右抱
bpjd 八级
bxky 比下有余
cehe 漕河
clgk 侧根
cpvv 崇祯
csgy 吹管
dtsj 大同世界
rcmm 耳聪目明
fpjo 分接
gjjd 冠绝
hhpm 挥毫泼墨
jbcf 基本成分
jjpl 家仆
jybd 简编
jkdf 谏议大夫
jbsk 紧闭双眼
jnle 九流
ktba 看扁
kusu 炕上
mvns 毛呢
nwkb 内外有别
njkc 宁要
nrdk 虐待狂
qrbl 七倍
qoqi 抢球
qwsg 亲随
qfrl 犬儒
ssbg 撒手不管
sgsc 山高水长
snxd 少年先锋队
sjpg 审判官
wwss 外史
xlfj 信风
kwdh 臆断
kkkr 银牙
vuvc 照准
vdcs 转呈
duxu 灯下
xlbz 小笼包子
ledm 流到
rjhg 安魂
brmo 百忙
bjfc 宝剑锋从磨砺出
bati 病退
cfsu 齿数
ccks 冲口
cktj 错填
drwd 大而无当
dlgd 倒给
dfvc 独酌
rost 恩斯特
flxs 伏羲氏
gstb 盖世太保
gats 古体诗
gjsd 官绅
ggjc 鬼见愁
gpjw 国破家亡
hsmj 喝闷酒
hktz 核糖
hlse 会水
hwqw 婚娶
jvlv 既来之
jtjq 交际圈
kvxg 科学观
lkzs 楼座
mjfs 冥府
mrpd 默片
nldj 拿定
prjx 平角
qmrg 切肉
qmsj 清明时节
tsxe 吐泻
tovy 推重
wskv 威斯康星州
xjwo 喜恶
kiqf 延请
kvkc 一张一弛
vkks 战鹰
vjcs 逐渐产生
vkls 柱廊
wilj 玩乐
dnxy 大些
tvvx 通知中心
bsts 本是同根生
bwvq 比武招亲
ccpo 参拍
ckli 查理
cgmg 魑魅
ceve 池沼
dnbj 大不敬
dovk 打主意
dsbw 吊臂
rwfd 额外负担
fjkj 坟茔
fgwk 丰功伟业
fsyx 风霜雨雪
fzsl 副总司令
ggdd 高高大大
gpsj 公审
ghfj 观风
ggcj 国产机
hskf 号哭
hwni 好弄
hzsp 贺寿
hlxk 化学课
jrpc 监票
lgsj 立功受奖
mpxl 密信
mwrs 面无人色
mgvo 魔怔
qgrw 阙如
rmgm 日晷
syjk 三角眼
sjyy 宋元
tkdv 坦克大战
wocf 忘词
wtxh 文戏
wnsd 乌纱
xkci 歇菜
xrxl 虚像
xrjv 血祭
ksqf 鹰犬
kelj 游离基
kvkc 有张有弛
vbsb 针砭时弊
vaqo 直拳
vjlx 煮酒论英雄
phyj 频域
rgxu 凹下
clco 传抄
dahi 蛋花
ducs 点唱
dmgo 电功
rsbs 饿不死
gkch 钩虫
gnll 骨碌碌
hemv 鸿毛
jhxw 鸡胸
jgsm 间色
jjsd 借鸡生蛋
kvqj 刻舟求剑
kiqh 苦劝
kokg 扩印
laca 路痴
mmhc 明眸皓齿
nilc 瑙鲁
nilc 逆鳞
ntts 鸟啼
ptcl 旁侧
putc 炮艇
qpxw 前嫌
qmmx 曲霉
qlmk 全棉
safj 扇风
sfvj 试装
tfzz 讨贼
tisd 通书
xxsx 硝石
kidp 药单
kild 一来到
kejz 淫贱
kgpf 印谱
vjmg 宅门
vdtp 轴突
xhsf 新诗
swsw 姗姗
bsgs 饱嗝
btkr 变音
bsbx 不上不下
ckmz 柴米
cgkw 除妖
chfs 存废
dbti 带通
dodi 挡道
djpc 当票
ddbq 倒地不起
dplm 地痞流氓
fhfx 泛函分析
gtcc 钢铁长城
gwvv 格物致知
gyje 管见
gtbv 关停并转
gikr 过意
jqfl 奖勤罚懒
